ticker,engine,htf,side,min_strength,config,trades,longs,shorts,win_rate_pct,profit_factor,return_pct,buy_hold_pct,max_dd_pct
MBB.DE,classic3,none,long,0,classic3 / none / long / str>=0,17,17,0,23.5,1.97,39.5,131.0,-29.9
MBB.DE,classic3,none,long+short,0,classic3 / none / long+short / str>=0,38,17,21,21.1,0.87,-47.1,131.0,-65.3
MBB.DE,classic3,W-adx+rsi,long,0,classic3 / W-adx+rsi / long / str>=0,6,6,0,50.0,8.11,68.1,131.0,-18.8
MBB.DE,classic3,W-adx+rsi,long+short,0,classic3 / W-adx+rsi / long+short / str>=0,9,6,3,33.3,2.61,36.5,131.0,-22.5
MBB.DE,classic3,W-adx,long,0,classic3 / W-adx / long / str>=0,6,6,0,50.0,8.11,68.1,131.0,-18.8
MBB.DE,classic3,W-adx,long+short,0,classic3 / W-adx / long+short / str>=0,9,6,3,33.3,2.61,36.5,131.0,-22.5
MBB.DE,classic3,W-rsi,long,0,classic3 / W-rsi / long / str>=0,10,10,0,30.0,2.8,39.6,131.0,-23.6
MBB.DE,classic3,W-rsi,long+short,0,classic3 / W-rsi / long+short / str>=0,21,10,11,14.3,0.66,-47.5,131.0,-50.2
MBB.DE,classic3,M-adx+rsi,long,0,classic3 / M-adx+rsi / long / str>=0,12,12,0,25.0,3.25,66.2,131.0,-35.8
MBB.DE,classic3,M-adx+rsi,long+short,0,classic3 / M-adx+rsi / long+short / str>=0,16,12,4,25.0,2.37,49.6,131.0,-42.3
MBB.DE,classic4,none,long,0,classic4 / none / long / str>=0,14,14,0,42.9,1.55,20.3,131.0,-32.6
MBB.DE,classic4,none,long+short,0,classic4 / none / long+short / str>=0,28,14,14,35.7,0.8,-46.8,131.0,-63.3
MBB.DE,classic4,W-adx+rsi,long,0,classic4 / W-adx+rsi / long / str>=0,5,5,0,80.0,7.1,49.4,131.0,-23.0
MBB.DE,classic4,W-adx+rsi,long+short,0,classic4 / W-adx+rsi / long+short / str>=0,7,5,2,57.1,1.59,10.4,131.0,-27.2
MBB.DE,classic4,W-adx,long,0,classic4 / W-adx / long / str>=0,5,5,0,80.0,7.1,49.4,131.0,-23.0
MBB.DE,classic4,W-adx,long+short,0,classic4 / W-adx / long+short / str>=0,7,5,2,57.1,1.59,10.4,131.0,-27.2
MBB.DE,classic4,W-rsi,long,0,classic4 / W-rsi / long / str>=0,12,12,0,41.7,1.54,16.1,131.0,-32.8
MBB.DE,classic4,W-rsi,long+short,0,classic4 / W-rsi / long+short / str>=0,23,12,11,30.4,0.73,-48.8,131.0,-57.9
MBB.DE,classic4,M-adx+rsi,long,0,classic4 / M-adx+rsi / long / str>=0,10,10,0,40.0,1.61,16.3,131.0,-37.6
MBB.DE,classic4,M-adx+rsi,long+short,0,classic4 / M-adx+rsi / long+short / str>=0,12,10,2,41.7,1.6,18.8,131.0,-36.2
MLB1.DE,adaptive,none,long,0,adaptive / none / long / str>=0,31,31,0,41.9,1.34,17.2,234.9,-46.6
MLB1.DE,adaptive,none,long,4,adaptive / none / long / str>=4,7,7,0,71.4,3.29,38.2,234.9,-17.9
MLB1.DE,adaptive,none,long+short,0,adaptive / none / long+short / str>=0,48,31,17,39.6,0.98,-32.7,234.9,-69.8
MLB1.DE,adaptive,none,long+short,4,adaptive / none / long+short / str>=4,9,7,2,66.7,1.83,20.4,234.9,-29.8
MLB1.DE,adaptive,W-adx+rsi,long,0,adaptive / W-adx+rsi / long / str>=0,9,9,0,33.3,0.77,-11.5,234.9,-35.6
MLB1.DE,adaptive,W-adx+rsi,long,4,adaptive / W-adx+rsi / long / str>=4,1,1,0,0.0,0.0,-4.7,234.9,-6.0
MLB1.DE,adaptive,W-adx+rsi,long+short,0,adaptive / W-adx+rsi / long+short / str>=0,14,9,5,35.7,0.73,-28.1,234.9,-47.7
MLB1.DE,adaptive,W-adx+rsi,long+short,4,adaptive / W-adx+rsi / long+short / str>=4,2,1,1,50.0,0.49,-2.8,234.9,-21.5
MLB1.DE,adaptive,W-adx,long,0,adaptive / W-adx / long / str>=0,10,10,0,40.0,0.95,-6.4,234.9,-31.9
MLB1.DE,adaptive,W-adx,long,4,adaptive / W-adx / long / str>=4,1,1,0,0.0,0.0,-4.7,234.9,-6.0
MLB1.DE,adaptive,W-adx,long+short,0,adaptive / W-adx / long+short / str>=0,15,10,5,40.0,0.8,-24.0,234.9,-44.7
MLB1.DE,adaptive,W-adx,long+short,4,adaptive / W-adx / long+short / str>=4,2,1,1,50.0,0.49,-2.8,234.9,-21.5
MLB1.DE,adaptive,W-rsi,long,0,adaptive / W-rsi / long / str>=0,21,21,0,38.1,1.44,15.8,234.9,-37.9
MLB1.DE,adaptive,W-rsi,long,4,adaptive / W-rsi / long / str>=4,2,2,0,50.0,2.72,6.8,234.9,-6.7
MLB1.DE,adaptive,W-rsi,long+short,0,adaptive / W-rsi / long+short / str>=0,28,21,7,39.3,1.08,-11.5,234.9,-49.3
MLB1.DE,adaptive,W-rsi,long+short,4,adaptive / W-rsi / long+short / str>=4,3,2,1,66.7,3.22,8.9,234.9,-22.0
MLB1.DE,adaptive,M-adx+rsi,long,0,adaptive / M-adx+rsi / long / str>=0,16,16,0,37.5,1.27,3.8,234.9,-26.4
MLB1.DE,adaptive,M-adx+rsi,long,4,adaptive / M-adx+rsi / long / str>=4,4,4,0,75.0,5.49,19.7,234.9,-17.9
MLB1.DE,adaptive,M-adx+rsi,long+short,0,adaptive / M-adx+rsi / long+short / str>=0,23,16,7,30.4,0.56,-40.0,234.9,-49.6
MLB1.DE,adaptive,M-adx+rsi,long+short,4,adaptive / M-adx+rsi / long+short / str>=4,4,4,0,75.0,5.49,19.7,234.9,-17.9
MLB1.DE,classic1.5,none,long,0,classic1.5 / none / long / str>=0,48,48,0,29.2,0.75,-46.4,234.9,-63.5
MLB1.DE,classic1.5,none,long+short,0,classic1.5 / none / long+short / str>=0,71,48,23,25.4,0.58,-80.9,234.9,-87.0
MLB1.DE,classic1.5,W-adx+rsi,long,0,classic1.5 / W-adx+rsi / long / str>=0,19,19,0,26.3,0.45,-40.9,234.9,-50.2
MLB1.DE,classic1.5,W-adx+rsi,long+short,0,classic1.5 / W-adx+rsi / long+short / str>=0,29,19,10,20.7,0.23,-75.1,234.9,-79.0
MLB1.DE,classic1.5,W-adx,long,0,classic1.5 / W-adx / long / str>=0,20,20,0,30.0,0.57,-35.6,234.9,-45.8
MLB1.DE,classic1.5,W-adx,long+short,0,classic1.5 / W-adx / long+short / str>=0,31,20,11,25.8,0.46,-65.6,234.9,-71.1
MLB1.DE,classic1.5,W-rsi,long,0,classic1.5 / W-rsi / long / str>=0,37,37,0,24.3,0.58,-51.0,234.9,-66.6
MLB1.DE,classic1.5,W-rsi,long+short,0,classic1.5 / W-rsi / long+short / str>=0,53,37,16,20.8,0.4,-82.0,234.9,-87.8
MLB1.DE,classic1.5,M-adx+rsi,long,0,classic1.5 / M-adx+rsi / long / str>=0,25,25,0,32.0,0.5,-40.4,234.9,-45.1
MLB1.DE,classic1.5,M-adx+rsi,long+short,0,classic1.5 / M-adx+rsi / long+short / str>=0,34,25,9,23.5,0.3,-66.7,234.9,-66.7
MLB1.DE,classic2,none,long,0,classic2 / none / long / str>=0,33,33,0,33.3,0.75,-41.2,234.9,-50.0
MLB1.DE,classic2,none,long+short,0,classic2 / none / long+short / str>=0,51,33,18,35.3,0.78,-58.6,234.9,-65.1
MLB1.DE,classic2,W-adx+rsi,long,0,classic2 / W-adx+rsi / long / str>=0,15,15,0,26.7,0.37,-47.1,234.9,-52.6
MLB1.DE,classic2,W-adx+rsi,long+short,0,classic2 / W-adx+rsi / long+short / str>=0,22,15,7,27.3,0.5,-58.7,234.9,-63.0
MLB1.DE,classic2,W-adx,long,0,classic2 / W-adx / long / str>=0,16,16,0,31.2,0.44,-44.1,234.9,-49.9
MLB1.DE,classic2,W-adx,long+short,0,classic2 / W-adx / long+short / str>=0,23,16,7,30.4,0.54,-56.3,234.9,-60.9
MLB1.DE,classic2,W-rsi,long,0,classic2 / W-rsi / long / str>=0,23,23,0,26.1,0.48,-48.5,234.9,-53.8
MLB1.DE,classic2,W-rsi,long+short,0,classic2 / W-rsi / long+short / str>=0,34,23,11,29.4,0.6,-60.3,234.9,-67.5
MLB1.DE,classic2,M-adx+rsi,long,0,classic2 / M-adx+rsi / long / str>=0,19,19,0,26.3,0.62,-33.0,234.9,-37.2
MLB1.DE,classic2,M-adx+rsi,long+short,0,classic2 / M-adx+rsi / long+short / str>=0,25,19,6,28.0,0.5,-47.2,234.9,-52.8
MLB1.DE,classic3,none,long,0,classic3 / none / long / str>=0,22,22,0,45.5,1.04,-14.2,234.9,-50.3
MLB1.DE,classic3,none,long+short,0,classic3 / none / long+short / str>=0,36,22,14,38.9,0.84,-46.0,234.9,-62.7
MLB1.DE,classic3,W-adx+rsi,long,0,classic3 / W-adx+rsi / long / str>=0,6,6,0,50.0,1.21,0.6,234.9,-30.3
MLB1.DE,classic3,W-adx+rsi,long+short,0,classic3 / W-adx+rsi / long+short / str>=0,10,6,4,50.0,1.24,0.6,234.9,-35.3
MLB1.DE,classic3,W-adx,long,0,classic3 / W-adx / long / str>=0,6,6,0,50.0,1.21,0.6,234.9,-30.3
MLB1.DE,classic3,W-adx,long+short,0,classic3 / W-adx / long+short / str>=0,10,6,4,50.0,1.24,0.6,234.9,-35.3
MLB1.DE,classic3,W-rsi,long,0,classic3 / W-rsi / long / str>=0,11,11,0,45.5,0.8,-17.9,234.9,-43.2
MLB1.DE,classic3,W-rsi,long+short,0,classic3 / W-rsi / long+short / str>=0,17,11,6,47.1,0.97,-17.6,234.9,-42.9
MLB1.DE,classic3,M-adx+rsi,long,0,classic3 / M-adx+rsi / long / str>=0,12,12,0,41.7,0.84,-13.1,234.9,-27.2
MLB1.DE,classic3,M-adx+rsi,long+short,0,classic3 / M-adx+rsi / long+short / str>=0,17,12,5,29.4,0.41,-48.1,234.9,-52.0
MLB1.DE,classic4,none,long,0,classic4 / none / long / str>=0,12,12,0,58.3,1.61,21.5,234.9,-40.0
MLB1.DE,classic4,none,long+short,0,classic4 / none / long+short / str>=0,20,12,8,50.0,1.15,-7.0,234.9,-51.7
MLB1.DE,classic4,W-adx+rsi,long,0,classic4 / W-adx+rsi / long / str>=0,2,2,0,100.0,inf,38.9,234.9,-21.7
MLB1.DE,classic4,W-adx+rsi,long+short,0,classic4 / W-adx+rsi / long+short / str>=0,4,2,2,75.0,33.1,57.3,234.9,-24.6
MLB1.DE,classic4,W-adx,long,0,classic4 / W-adx / long / str>=0,2,2,0,100.0,inf,38.9,234.9,-21.7
MLB1.DE,classic4,W-adx,long+short,0,classic4 / W-adx / long+short / str>=0,5,2,3,60.0,3.93,37.9,234.9,-31.0
MLB1.DE,classic4,W-rsi,long,0,classic4 / W-rsi / long / str>=0,6,6,0,83.3,6.2,47.9,234.9,-23.0
MLB1.DE,classic4,W-rsi,long+short,0,classic4 / W-rsi / long+short / str>=0,12,6,6,58.3,1.64,18.4,234.9,-36.1
MLB1.DE,classic4,M-adx+rsi,long,0,classic4 / M-adx+rsi / long / str>=0,6,6,0,50.0,0.58,-14.7,234.9,-27.6
MLB1.DE,classic4,M-adx+rsi,long+short,0,classic4 / M-adx+rsi / long+short / str>=0,9,6,3,33.3,0.24,-45.6,234.9,-47.7
MTX.DE,adaptive,none,long,0,adaptive / none / long / str>=0,34,34,0,44.1,1.09,-10.6,162.8,-47.4
MTX.DE,adaptive,none,long,4,adaptive / none / long / str>=4,5,5,0,60.0,1.96,8.0,162.8,-17.7
MTX.DE,adaptive,none,long+short,0,adaptive / none / long+short / str>=0,50,34,16,36.0,0.78,-52.0,162.8,-70.5
MTX.DE,adaptive,none,long+short,4,adaptive / none / long+short / str>=4,12,5,7,25.0,0.38,-34.7,162.8,-51.0
MTX.DE,adaptive,W-adx+rsi,long,0,adaptive / W-adx+rsi / long / str>=0,16,16,0,56.2,1.67,17.4,162.8,-23.0
MTX.DE,adaptive,W-adx+rsi,long,4,adaptive / W-adx+rsi / long / str>=4,1,1,0,100.0,inf,1.4,162.8,-6.7
MTX.DE,adaptive,W-adx+rsi,long+short,0,adaptive / W-adx+rsi / long+short / str>=0,18,16,2,50.0,1.12,-5.8,162.8,-36.9
MTX.DE,adaptive,W-adx+rsi,long+short,4,adaptive / W-adx+rsi / long+short / str>=4,1,1,0,100.0,inf,1.4,162.8,-6.7
MTX.DE,adaptive,W-adx,long,0,adaptive / W-adx / long / str>=0,16,16,0,56.2,1.67,17.4,162.8,-23.0
MTX.DE,adaptive,W-adx,long,4,adaptive / W-adx / long / str>=4,1,1,0,100.0,inf,1.4,162.8,-6.7
MTX.DE,adaptive,W-adx,long+short,0,adaptive / W-adx / long+short / str>=0,18,16,2,50.0,1.12,-5.8,162.8,-36.9
MTX.DE,adaptive,W-adx,long+short,4,adaptive / W-adx / long+short / str>=4,1,1,0,100.0,inf,1.4,162.8,-6.7
MTX.DE,adaptive,W-rsi,long,0,adaptive / W-rsi / long / str>=0,25,25,0,40.0,0.79,-28.2,162.8,-40.9
MTX.DE,adaptive,W-rsi,long,4,adaptive / W-rsi / long / str>=4,3,3,0,66.7,0.32,-5.4,162.8,-13.9
MTX.DE,adaptive,W-rsi,long+short,0,adaptive / W-rsi / long+short / str>=0,35,25,10,34.3,0.66,-49.5,162.8,-58.4
MTX.DE,adaptive,W-rsi,long+short,4,adaptive / W-rsi / long+short / str>=4,6,3,3,33.3,0.08,-22.9,162.8,-29.0
MTX.DE,adaptive,M-adx+rsi,long,0,adaptive / M-adx+rsi / long / str>=0,19,19,0,47.4,0.84,-18.3,162.8,-43.6
MTX.DE,adaptive,M-adx+rsi,long,4,adaptive / M-adx+rsi / long / str>=4,4,4,0,75.0,3.17,13.0,162.8,-13.9
MTX.DE,adaptive,M-adx+rsi,long+short,0,adaptive / M-adx+rsi / long+short / str>=0,23,19,4,39.1,0.57,-42.1,162.8,-59.7
MTX.DE,adaptive,M-adx+rsi,long+short,4,adaptive / M-adx+rsi / long+short / str>=4,6,4,2,50.0,1.18,-0.2,162.8,-25.9
MTX.DE,classic1.5,none,long,0,classic1.5 / none / long / str>=0,55,55,0,40.0,0.84,-33.6,162.8,-50.3
MTX.DE,classic1.5,none,long+short,0,classic1.5 / none / long+short / str>=0,79,55,24,32.9,0.63,-68.7,162.8,-75.1
MTX.DE,classic1.5,W-adx+rsi,long,0,classic1.5 / W-adx+rsi / long / str>=0,31,31,0,45.2,1.35,9.0,162.8,-19.5
MTX.DE,classic1.5,W-adx+rsi,long+short,0,classic1.5 / W-adx+rsi / long+short / str>=0,39,31,8,35.9,0.73,-32.9,162.8,-44.5
MTX.DE,classic1.5,W-adx,long,0,classic1.5 / W-adx / long / str>=0,31,31,0,45.2,1.35,9.0,162.8,-19.5
MTX.DE,classic1.5,W-adx,long+short,0,classic1.5 / W-adx / long+short / str>=0,39,31,8,35.9,0.73,-32.9,162.8,-44.5
MTX.DE,classic1.5,W-rsi,long,0,classic1.5 / W-rsi / long / str>=0,48,48,0,39.6,0.72,-38.2,162.8,-51.1
MTX.DE,classic1.5,W-rsi,long+short,0,classic1.5 / W-rsi / long+short / str>=0,67,48,19,34.3,0.62,-61.1,162.8,-66.3
MTX.DE,classic1.5,M-adx+rsi,long,0,classic1.5 / M-adx+rsi / long / str>=0,29,29,0,41.4,0.59,-34.3,162.8,-46.8
MTX.DE,classic1.5,M-adx+rsi,long+short,0,classic1.5 / M-adx+rsi / long+short / str>=0,39,29,10,30.8,0.35,-64.4,162.8,-70.9
MTX.DE,classic2,none,long,0,classic2 / none / long / str>=0,43,43,0,39.5,0.7,-46.6,162.8,-60.3
MTX.DE,classic2,none,long+short,0,classic2 / none / long+short / str>=0,61,43,18,32.8,0.49,-76.2,162.8,-77.6
MTX.DE,classic2,W-adx+rsi,long,0,classic2 / W-adx+rsi / long / str>=0,22,22,0,45.5,0.87,-15.2,162.8,-28.1
MTX.DE,classic2,W-adx+rsi,long+short,0,classic2 / W-adx+rsi / long+short / str>=0,27,22,5,37.0,0.54,-43.5,162.8,-45.6
MTX.DE,classic2,W-adx,long,0,classic2 / W-adx / long / str>=0,22,22,0,45.5,0.87,-15.2,162.8,-28.1
MTX.DE,classic2,W-adx,long+short,0,classic2 / W-adx / long+short / str>=0,27,22,5,37.0,0.54,-43.5,162.8,-45.6
MTX.DE,classic2,W-rsi,long,0,classic2 / W-rsi / long / str>=0,34,34,0,38.2,0.49,-51.1,162.8,-58.9
MTX.DE,classic2,W-rsi,long+short,0,classic2 / W-rsi / long+short / str>=0,46,34,12,32.6,0.4,-68.8,162.8,-70.1
MTX.DE,classic2,M-adx+rsi,long,0,classic2 / M-adx+rsi / long / str>=0,21,21,0,47.6,0.76,-21.1,162.8,-36.0
MTX.DE,classic2,M-adx+rsi,long+short,0,classic2 / M-adx+rsi / long+short / str>=0,27,21,6,37.0,0.49,-45.2,162.8,-52.2
MTX.DE,classic3,none,long,0,classic3 / none / long / str>=0,22,22,0,31.8,1.31,7.1,162.8,-42.6
MTX.DE,classic3,none,long+short,0,classic3 / none / long+short / str>=0,34,22,12,35.3,0.99,-24.1,162.8,-56.3
MTX.DE,classic3,W-adx+rsi,long,0,classic3 / W-adx+rsi / long / str>=0,11,11,0,36.4,1.12,-4.2,162.8,-20.8
MTX.DE,classic3,W-adx+rsi,long+short,0,classic3 / W-adx+rsi / long+short / str>=0,11,11,0,36.4,1.12,-4.2,162.8,-20.8
MTX.DE,classic3,W-adx,long,0,classic3 / W-adx / long / str>=0,11,11,0,36.4,1.12,-4.2,162.8,-20.8
MTX.DE,classic3,W-adx,long+short,0,classic3 / W-adx / long+short / str>=0,11,11,0,36.4,1.12,-4.2,162.8,-20.8
MTX.DE,classic3,W-rsi,long,0,classic3 / W-rsi / long / str>=0,17,17,0,23.5,0.64,-33.5,162.8,-37.4
MTX.DE,classic3,W-rsi,long+short,0,classic3 / W-rsi / long+short / str>=0,24,17,7,25.0,0.46,-55.0,162.8,-56.1
MTX.DE,classic3,M-adx+rsi,long,0,classic3 / M-adx+rsi / long / str>=0,12,12,0,41.7,1.22,2.1,162.8,-28.9
MTX.DE,classic3,M-adx+rsi,long+short,0,classic3 / M-adx+rsi / long+short / str>=0,15,12,3,33.3,0.77,-19.9,162.8,-44.2
MTX.DE,classic4,none,long,0,classic4 / none / long / str>=0,13,13,0,46.2,1.5,18.1,162.8,-41.3
MTX.DE,classic4,none,long+short,0,classic4 / none / long+short / str>=0,22,13,9,40.9,1.02,-19.2,162.8,-60.3
MTX.DE,classic4,W-adx+rsi,long,0,classic4 / W-adx+rsi / long / str>=0,3,3,0,66.7,0.93,-4.1,162.8,-23.8
MTX.DE,classic4,W-adx+rsi,long+short,0,classic4 / W-adx+rsi / long+short / str>=0,4,3,1,50.0,0.49,-18.8,162.8,-35.5
MTX.DE,classic4,W-adx,long,0,classic4 / W-adx / long / str>=0,3,3,0,66.7,0.93,-4.1,162.8,-23.8
MTX.DE,classic4,W-adx,long+short,0,classic4 / W-adx / long+short / str>=0,4,3,1,50.0,0.49,-18.8,162.8,-35.5
MTX.DE,classic4,W-rsi,long,0,classic4 / W-rsi / long / str>=0,10,10,0,50.0,1.83,29.2,162.8,-29.0
MTX.DE,classic4,W-rsi,long+short,0,classic4 / W-rsi / long+short / str>=0,16,10,6,43.8,1.17,-3.5,162.8,-50.6
MTX.DE,classic4,M-adx+rsi,long,0,classic4 / M-adx+rsi / long / str>=0,8,8,0,50.0,0.92,-8.7,162.8,-34.4
MTX.DE,classic4,M-adx+rsi,long+short,0,classic4 / M-adx+rsi / long+short / str>=0,9,8,1,44.4,0.66,-22.7,162.8,-44.5
NOV.DE,adaptive,none,long,0,adaptive / none / long / str>=0,45,45,0,35.6,1.79,84.9,773.8,-34.0
NOV.DE,adaptive,none,long,4,adaptive / none / long / str>=4,14,14,0,35.7,0.99,-9.4,773.8,-30.0
NOV.DE,adaptive,none,long+short,0,adaptive / none / long+short / str>=0,54,45,9,37.0,1.64,79.3,773.8,-43.9
NOV.DE,adaptive,none,long+short,4,adaptive / none / long+short / str>=4,15,14,1,33.3,0.83,-18.1,773.8,-36.7
NOV.DE,adaptive,W-adx+rsi,long,0,adaptive / W-adx+rsi / long / str>=0,24,24,0,29.2,1.31,7.4,773.8,-31.1
NOV.DE,adaptive,W-adx+rsi,long,4,adaptive / W-adx+rsi / long / str>=4,8,8,0,12.5,0.3,-25.8,773.8,-29.9
NOV.DE,adaptive,W-adx+rsi,long+short,0,adaptive / W-adx+rsi / long+short / str>=0,30,24,6,33.3,1.32,11.0,773.8,-37.0
NOV.DE,adaptive,W-adx+rsi,long+short,4,adaptive / W-adx+rsi / long+short / str>=4,9,8,1,11.1,0.24,-33.0,773.8,-36.7
NOV.DE,adaptive,W-adx,long,0,adaptive / W-adx / long / str>=0,27,27,0,29.6,1.23,1.8,773.8,-33.7
NOV.DE,adaptive,W-adx,long,4,adaptive / W-adx / long / str>=4,9,9,0,22.2,0.35,-24.5,773.8,-29.9
NOV.DE,adaptive,W-adx,long+short,0,adaptive / W-adx / long+short / str>=0,34,27,7,35.3,1.34,14.2,773.8,-37.0
NOV.DE,adaptive,W-adx,long+short,4,adaptive / W-adx / long+short / str>=4,10,9,1,20.0,0.28,-31.8,773.8,-36.7
NOV.DE,adaptive,W-rsi,long,0,adaptive / W-rsi / long / str>=0,36,36,0,33.3,1.14,-6.5,773.8,-45.2
NOV.DE,adaptive,W-rsi,long,4,adaptive / W-rsi / long / str>=4,12,12,0,25.0,0.32,-32.2,773.8,-33.4
NOV.DE,adaptive,W-rsi,long+short,0,adaptive / W-rsi / long+short / str>=0,43,36,7,34.9,1.13,-8.4,773.8,-45.2
NOV.DE,adaptive,W-rsi,long+short,4,adaptive / W-rsi / long+short / str>=4,13,12,1,23.1,0.27,-38.7,773.8,-39.8
NOV.DE,adaptive,M-adx+rsi,long,0,adaptive / M-adx+rsi / long / str>=0,37,37,0,35.1,1.77,64.1,773.8,-34.0
NOV.DE,adaptive,M-adx+rsi,long,4,adaptive / M-adx+rsi / long / str>=4,10,10,0,30.0,0.45,-20.8,773.8,-25.9
NOV.DE,adaptive,M-adx+rsi,long+short,0,adaptive / M-adx+rsi / long+short / str>=0,44,37,7,36.4,1.55,45.1,773.8,-37.9
NOV.DE,adaptive,M-adx+rsi,long+short,4,adaptive / M-adx+rsi / long+short / str>=4,11,10,1,27.3,0.36,-28.5,773.8,-30.5
NOV.DE,classic1.5,none,long,0,classic1.5 / none / long / str>=0,69,69,0,42.0,2.08,158.4,773.8,-28.2
NOV.DE,classic1.5,none,long+short,0,classic1.5 / none / long+short / str>=0,85,69,16,40.0,1.52,74.0,773.8,-55.6
NOV.DE,classic1.5,W-adx+rsi,long,0,classic1.5 / W-adx+rsi / long / str>=0,40,40,0,40.0,1.62,37.1,773.8,-27.5
NOV.DE,classic1.5,W-adx+rsi,long+short,0,classic1.5 / W-adx+rsi / long+short / str>=0,54,40,14,37.0,1.15,-8.3,773.8,-57.1
NOV.DE,classic1.5,W-adx,long,0,classic1.5 / W-adx / long / str>=0,43,43,0,39.5,1.6,37.3,773.8,-27.5
NOV.DE,classic1.5,W-adx,long+short,0,classic1.5 / W-adx / long+short / str>=0,58,43,15,37.9,1.22,1.3,773.8,-54.4
NOV.DE,classic1.5,W-rsi,long,0,classic1.5 / W-rsi / long / str>=0,58,58,0,46.6,2.26,151.7,773.8,-22.6
NOV.DE,classic1.5,W-rsi,long+short,0,classic1.5 / W-rsi / long+short / str>=0,72,58,14,43.1,1.56,68.4,773.8,-54.2
NOV.DE,classic1.5,M-adx+rsi,long,0,classic1.5 / M-adx+rsi / long / str>=0,59,59,0,45.8,2.36,178.9,773.8,-23.3
NOV.DE,classic1.5,M-adx+rsi,long+short,0,classic1.5 / M-adx+rsi / long+short / str>=0,72,59,13,41.7,1.54,66.2,773.8,-54.3
NOV.DE,classic2,none,long,0,classic2 / none / long / str>=0,46,46,0,43.5,2.37,188.9,773.8,-25.1
NOV.DE,classic2,none,long+short,0,classic2 / none / long+short / str>=0,55,46,9,43.6,2.2,221.0,773.8,-30.3
NOV.DE,classic2,W-adx+rsi,long,0,classic2 / W-adx+rsi / long / str>=0,24,24,0,37.5,1.28,7.7,773.8,-35.7
NOV.DE,classic2,W-adx+rsi,long+short,0,classic2 / W-adx+rsi / long+short / str>=0,32,24,8,37.5,1.27,10.3,773.8,-35.7
NOV.DE,classic2,W-adx,long,0,classic2 / W-adx / long / str>=0,27,27,0,37.0,1.18,1.2,773.8,-38.7
NOV.DE,classic2,W-adx,long+short,0,classic2 / W-adx / long+short / str>=0,36,27,9,38.9,1.29,12.4,773.8,-38.7
NOV.DE,classic2,W-rsi,long,0,classic2 / W-rsi / long / str>=0,38,38,0,44.7,2.54,189.8,773.8,-24.0
NOV.DE,classic2,W-rsi,long+short,0,classic2 / W-rsi / long+short / str>=0,46,38,8,43.5,2.24,196.8,773.8,-30.7
NOV.DE,classic2,M-adx+rsi,long,0,classic2 / M-adx+rsi / long / str>=0,39,39,0,43.6,2.57,202.3,773.8,-25.1
NOV.DE,classic2,M-adx+rsi,long+short,0,classic2 / M-adx+rsi / long+short / str>=0,47,39,8,42.6,2.2,189.5,773.8,-30.3
NOV.DE,classic3,none,long,0,classic3 / none / long / str>=0,29,29,0,51.7,2.7,184.8,773.8,-25.2
NOV.DE,classic3,none,long+short,0,classic3 / none / long+short / str>=0,36,29,7,47.2,2.18,151.5,773.8,-26.6
NOV.DE,classic3,W-adx+rsi,long,0,classic3 / W-adx+rsi / long / str>=0,14,14,0,42.9,1.82,26.5,773.8,-26.7
NOV.DE,classic3,W-adx+rsi,long+short,0,classic3 / W-adx+rsi / long+short / str>=0,18,14,4,38.9,1.34,6.9,773.8,-26.7
NOV.DE,classic3,W-adx,long,0,classic3 / W-adx / long / str>=0,17,17,0,41.2,1.48,13.5,773.8,-26.8
NOV.DE,classic3,W-adx,long+short,0,classic3 / W-adx / long+short / str>=0,22,17,5,40.9,1.42,14.5,773.8,-26.8
NOV.DE,classic3,W-rsi,long,0,classic3 / W-rsi / long / str>=0,23,23,0,47.8,2.43,104.0,773.8,-24.9
NOV.DE,classic3,W-rsi,long+short,0,classic3 / W-rsi / long+short / str>=0,28,23,5,42.9,1.74,51.2,773.8,-29.4
NOV.DE,classic3,M-adx+rsi,long,0,classic3 / M-adx+rsi / long / str>=0,23,23,0,52.2,2.89,168.4,773.8,-25.2
NOV.DE,classic3,M-adx+rsi,long+short,0,classic3 / M-adx+rsi / long+short / str>=0,28,23,5,50.0,2.73,186.9,773.8,-26.6
NOV.DE,classic4,none,long,0,classic4 / none / long / str>=0,20,20,0,55.0,3.2,120.5,773.8,-27.2
NOV.DE,classic4,none,long+short,0,classic4 / none / long+short / str>=0,26,20,6,46.2,2.06,73.1,773.8,-28.0
NOV.DE,classic4,W-adx+rsi,long,0,classic4 / W-adx+rsi / long / str>=0,11,11,0,45.5,1.59,7.4,773.8,-33.1
NOV.DE,classic4,W-adx+rsi,long+short,0,classic4 / W-adx+rsi / long+short / str>=0,14,11,3,42.9,1.47,6.5,773.8,-33.1
NOV.DE,classic4,W-adx,long,0,classic4 / W-adx / long / str>=0,13,13,0,38.5,1.25,-4.1,773.8,-39.2
NOV.DE,classic4,W-adx,long+short,0,classic4 / W-adx / long+short / str>=0,16,13,3,37.5,1.21,-4.9,773.8,-39.2
NOV.DE,classic4,W-rsi,long,0,classic4 / W-rsi / long / str>=0,16,16,0,56.2,3.56,105.0,773.8,-32.9
NOV.DE,classic4,W-rsi,long+short,0,classic4 / W-rsi / long+short / str>=0,20,16,4,50.0,2.56,86.3,773.8,-32.9
